Vehicle_ID,Model_Year,Brand,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Vehicle_Age,Price_Category,Range_Category,Vehicle_Type
100261,2018,Tvs Motor,S1 Pro,BEV,Eligible,446,1360494,8,Budget,Long,2 Wheeler
100262,2018,Ola Electric,Zs Ev,PHEV,Eligible,372,1253299,8,Budget,Medium,4 Wheeler
100263,2018,Hyundai Ev,450X,PHEV,Eligible,404,4206656,8,Premium,Long,2 Wheeler
100264,2018,Mg Motor India,S1 Pro,PHEV,Eligible,295,2707610,8,Midrange,Medium,2 Wheeler
100265,2018,Mg Motor India,450X,PHEV,Eligible,302,2267223,8,Midrange,Medium,2 Wheeler
100266,2018,Hyundai Ev,S1 Pro,BEV,Not Eligible,205,2243276,8,Midrange,Medium,2 Wheeler
100267,2018,Byd India,Iqube,PHEV,Eligible,208,2449302,8,Midrange,Medium,2 Wheeler
100268,2018,Byd India,Kona Ev,BEV,Not Eligible,272,1864918,8,Midrange,Medium,4 Wheeler
100269,2018,Hyundai Ev,Zs Ev,BEV,Eligible,105,4082215,8,Premium,Short,4 Wheeler
100270,2018,Mahindra Electric,Iqube,BEV,Not Eligible,368,1001376,8,Budget,Medium,2 Wheeler
100271,2018,Ather Energy,Iqube,BEV,Not Eligible,169,3557499,8,Premium,Short,2 Wheeler
100272,2018,Byd India,Nexon Ev,PHEV,Eligible,168,3632719,8,Premium,Short,4 Wheeler
100273,2018,Mahindra Electric,S1 Pro,BEV,Not Eligible,181,3482117,8,Premium,Short,2 Wheeler
100274,2018,Ather Energy,Nexon Ev,BEV,Eligible,444,2838762,8,Midrange,Long,4 Wheeler
100275,2018,Byd India,Nexon Ev,BEV,Eligible,144,1976299,8,Midrange,Short,4 Wheeler
100276,2018,Ola Electric,450X,BEV,Eligible,384,4185727,8,Premium,Medium,2 Wheeler
100277,2018,Mg Motor India,Xuv400,BEV,Eligible,189,2402025,8,Midrange,Short,4 Wheeler
100278,2018,Ather Energy,Zs Ev,PHEV,Eligible,491,1979924,8,Midrange,Long,4 Wheeler
100279,2018,Ather Energy,Zs Ev,BEV,Eligible,379,1471107,8,Budget,Medium,4 Wheeler
100280,2018,Hyundai Ev,Zs Ev,BEV,Eligible,506,3710860,8,Premium,Long,4 Wheeler
100281,2018,Ola Electric,Atto 3,BEV,Eligible,282,1723346,8,Midrange,Medium,4 Wheeler
100282,2018,Hyundai Ev,Xuv400,BEV,Eligible,460,1605475,8,Midrange,Long,4 Wheeler
100283,2018,Mahindra Electric,450X,BEV,Eligible,370,4167727,8,Premium,Medium,2 Wheeler
100284,2018,Mg Motor India,Nexon Ev,PHEV,Eligible,169,4303096,8,Premium,Short,4 Wheeler
100285,2018,Mg Motor India,Atto 3,BEV,Eligible,150,2430814,8,Midrange,Short,4 Wheeler
100286,2018,Mg Motor India,Iqube,PHEV,Eligible,453,2310822,8,Midrange,Long,2 Wheeler
100287,2018,Mg Motor India,Atto 3,PHEV,Eligible,454,2145077,8,Midrange,Long,4 Wheeler
100288,2018,Tata Motors,Zs Ev,BEV,Not Eligible,89,2707992,8,Midrange,Short,4 Wheeler
100289,2018,Mg Motor India,Xuv400,BEV,Not Eligible,129,3102263,8,Premium,Short,4 Wheeler
100290,2018,Tata Motors,Zs Ev,BEV,Eligible,518,3781777,8,Premium,Long,4 Wheeler
100291,2018,Ola Electric,Zs Ev,BEV,Eligible,228,949104,8,Budget,Medium,4 Wheeler
100292,2018,Ola Electric,Atto 3,BEV,Eligible,217,1105768,8,Budget,Medium,4 Wheeler
100293,2018,Hyundai Ev,Nexon Ev,PHEV,Eligible,370,2477222,8,Midrange,Medium,4 Wheeler
100294,2018,Hyundai Ev,450X,BEV,Eligible,320,1742186,8,Midrange,Medium,2 Wheeler
100295,2018,Mahindra Electric,S1 Pro,BEV,Eligible,121,1979583,8,Midrange,Short,2 Wheeler
100296,2018,Tata Motors,S1 Pro,BEV,Eligible,215,4100352,8,Premium,Medium,2 Wheeler
100297,2018,Ather Energy,Nexon Ev,BEV,Eligible,84,3458379,8,Premium,Short,4 Wheeler
100298,2018,Tvs Motor,Zs Ev,BEV,Eligible,379,1393948,8,Budget,Medium,4 Wheeler
100299,2018,Mg Motor India,Atto 3,BEV,Eligible,181,1613936,8,Midrange,Short,4 Wheeler
100300,2018,Ola Electric,Iqube,BEV,Eligible,115,4027748,8,Premium,Short,2 Wheeler
100301,2018,Byd India,Iqube,BEV,Eligible,237,1654296,8,Midrange,Medium,2 Wheeler
100302,2018,Tvs Motor,S1 Pro,PHEV,Eligible,82,2703919,8,Midrange,Short,2 Wheeler
100303,2018,Mahindra Electric,Iqube,BEV,Eligible,439,1093783,8,Budget,Long,2 Wheeler
100304,2018,Ather Energy,S1 Pro,BEV,Eligible,310,2739903,8,Midrange,Medium,2 Wheeler
100305,2018,Hyundai Ev,S1 Pro,BEV,Eligible,221,2882243,8,Midrange,Medium,2 Wheeler
100306,2018,Mg Motor India,Nexon Ev,BEV,Eligible,328,1292136,8,Budget,Medium,4 Wheeler
100307,2018,Hyundai Ev,Atto 3,PHEV,Eligible,390,3611813,8,Premium,Medium,4 Wheeler
100308,2018,Ola Electric,450X,BEV,Eligible,91,3882448,8,Premium,Short,2 Wheeler
100309,2018,Mahindra Electric,Kona Ev,PHEV,Eligible,237,3987821,8,Premium,Medium,4 Wheeler
100310,2018,Hyundai Ev,Nexon Ev,BEV,Eligible,242,3790305,8,Premium,Medium,4 Wheeler
100311,2018,Ola Electric,Zs Ev,BEV,Not Eligible,104,3858104,8,Premium,Short,4 Wheeler
100312,2018,Byd India,Kona Ev,BEV,Eligible,415,1593045,8,Midrange,Long,4 Wheeler
100313,2018,Tata Motors,Kona Ev,BEV,Eligible,196,3769729,8,Premium,Short,4 Wheeler
100314,2018,Tata Motors,Atto 3,PHEV,Eligible,91,907967,8,Budget,Short,4 Wheeler
100315,2018,Byd India,Kona Ev,PHEV,Eligible,395,1764645,8,Midrange,Medium,4 Wheeler
100316,2018,Mg Motor India,S1 Pro,BEV,Eligible,366,4347794,8,Premium,Medium,2 Wheeler
100317,2018,Hyundai Ev,Xuv400,BEV,Eligible,494,3903447,8,Premium,Long,4 Wheeler
100318,2018,Ather Energy,Nexon Ev,BEV,Eligible,450,1037478,8,Budget,Long,4 Wheeler
100319,2018,Ola Electric,S1 Pro,PHEV,Eligible,352,1860612,8,Midrange,Medium,2 Wheeler
100320,2018,Ola Electric,S1 Pro,BEV,Not Eligible,257,4454366,8,Premium,Medium,2 Wheeler
100321,2018,Tvs Motor,450X,BEV,Not Eligible,234,1188859,8,Budget,Medium,2 Wheeler
100322,2018,Ather Energy,Kona Ev,PHEV,Eligible,262,1494305,8,Budget,Medium,4 Wheeler
100323,2018,Hyundai Ev,Atto 3,BEV,Eligible,393,1938199,8,Midrange,Medium,4 Wheeler
100324,2018,Ather Energy,Zs Ev,BEV,Eligible,292,3537492,8,Premium,Medium,4 Wheeler
100325,2018,Tata Motors,Xuv400,BEV,Not Eligible,474,2084446,8,Midrange,Long,4 Wheeler
100326,2018,Mg Motor India,Kona Ev,BEV,Eligible,131,2248207,8,Midrange,Short,4 Wheeler
100327,2018,Tata Motors,450X,BEV,Not Eligible,501,4302281,8,Premium,Long,2 Wheeler
100328,2018,Tata Motors,Iqube,BEV,Not Eligible,472,2825544,8,Midrange,Long,2 Wheeler
100329,2018,Tata Motors,Zs Ev,PHEV,Eligible,311,3219124,8,Premium,Medium,4 Wheeler
100330,2018,Tvs Motor,Xuv400,BEV,Eligible,512,3701742,8,Premium,Long,4 Wheeler
100331,2018,Mahindra Electric,450X,BEV,Eligible,166,3220484,8,Premium,Short,2 Wheeler
100332,2018,Tata Motors,450X,BEV,Eligible,231,2680752,8,Midrange,Medium,2 Wheeler
100333,2018,Byd India,Kona Ev,PHEV,Eligible,515,1928494,8,Midrange,Long,4 Wheeler
100334,2018,Mahindra Electric,Xuv400,BEV,Eligible,340,1529085,8,Midrange,Medium,4 Wheeler
100335,2018,Byd India,Iqube,BEV,Eligible,416,3145854,8,Premium,Long,2 Wheeler
100336,2018,Tata Motors,Zs Ev,BEV,Eligible,128,3179203,8,Premium,Short,4 Wheeler
100337,2018,Tata Motors,Nexon Ev,BEV,Eligible,269,2217630,8,Midrange,Medium,4 Wheeler
100338,2018,Mahindra Electric,Iqube,BEV,Eligible,348,2581076,8,Midrange,Medium,2 Wheeler
100339,2018,Mg Motor India,Xuv400,BEV,Eligible,352,2400071,8,Midrange,Medium,4 Wheeler
100340,2018,Tvs Motor,Xuv400,BEV,Eligible,193,3876533,8,Premium,Short,4 Wheeler
100341,2018,Ola Electric,Iqube,BEV,Eligible,192,2201367,8,Midrange,Short,2 Wheeler
100342,2018,Byd India,Atto 3,BEV,Eligible,312,1206094,8,Budget,Medium,4 Wheeler
100343,2018,Ather Energy,Kona Ev,BEV,Eligible,439,1741965,8,Midrange,Long,4 Wheeler
100344,2018,Tvs Motor,Kona Ev,BEV,Eligible,424,3020539,8,Premium,Long,4 Wheeler
100345,2018,Ather Energy,450X,BEV,Eligible,362,2128337,8,Midrange,Medium,2 Wheeler
100346,2018,Ather Energy,Kona Ev,BEV,Eligible,268,2015488,8,Midrange,Medium,4 Wheeler
100347,2018,Mahindra Electric,Atto 3,BEV,Not Eligible,374,1004555,8,Budget,Medium,4 Wheeler
100348,2018,Byd India,Iqube,BEV,Eligible,223,1882599,8,Midrange,Medium,2 Wheeler
100349,2018,Tata Motors,S1 Pro,BEV,Eligible,303,2043657,8,Midrange,Medium,2 Wheeler
100350,2018,Ather Energy,Iqube,BEV,Eligible,298,3153722,8,Premium,Medium,2 Wheeler
100351,2018,Tata Motors,S1 Pro,BEV,Eligible,313,1967609,8,Midrange,Medium,2 Wheeler
100352,2018,Hyundai Ev,Kona Ev,BEV,Eligible,516,4135192,8,Premium,Long,4 Wheeler
100353,2018,Byd India,Atto 3,BEV,Eligible,290,1933316,8,Midrange,Medium,4 Wheeler
100354,2018,Ola Electric,S1 Pro,BEV,Eligible,306,1447993,8,Budget,Medium,2 Wheeler
100355,2018,Tvs Motor,Atto 3,BEV,Eligible,117,1004195,8,Budget,Short,4 Wheeler
100356,2018,Tata Motors,Atto 3,PHEV,Eligible,300,4009389,8,Premium,Medium,4 Wheeler
100357,2018,Byd India,S1 Pro,BEV,Eligible,333,2057655,8,Midrange,Medium,2 Wheeler
100358,2018,Byd India,S1 Pro,BEV,Eligible,384,4114654,8,Premium,Medium,2 Wheeler
100359,2018,Ola Electric,Kona Ev,PHEV,Eligible,196,3172158,8,Premium,Short,4 Wheeler
100360,2018,Ola Electric,Kona Ev,BEV,Eligible,262,3073408,8,Premium,Medium,4 Wheeler
100361,2018,Ola Electric,Xuv400,BEV,Eligible,392,3030939,8,Premium,Medium,4 Wheeler
100362,2018,Hyundai Ev,S1 Pro,BEV,Eligible,126,1639290,8,Midrange,Short,2 Wheeler
100363,2018,Ola Electric,Xuv400,BEV,Eligible,169,4284132,8,Premium,Short,4 Wheeler
100364,2018,Mg Motor India,Xuv400,BEV,Eligible,192,3658909,8,Premium,Short,4 Wheeler
100365,2018,Mahindra Electric,450X,BEV,Eligible,482,3080521,8,Premium,Long,2 Wheeler
100366,2018,Ather Energy,450X,BEV,Not Eligible,128,3520308,8,Premium,Short,2 Wheeler
100367,2018,Hyundai Ev,Zs Ev,BEV,Not Eligible,310,3446982,8,Premium,Medium,4 Wheeler
100368,2018,Ola Electric,Kona Ev,BEV,Eligible,253,3004683,8,Premium,Medium,4 Wheeler
100369,2018,Tvs Motor,Nexon Ev,PHEV,Eligible,493,3129655,8,Premium,Long,4 Wheeler
100370,2018,Ola Electric,Atto 3,BEV,Not Eligible,299,973997,8,Budget,Medium,4 Wheeler
100371,2018,Byd India,Zs Ev,BEV,Not Eligible,149,1466088,8,Budget,Short,4 Wheeler
100372,2018,Ola Electric,Zs Ev,PHEV,Eligible,100,1733731,8,Midrange,Short,4 Wheeler
100373,2018,Byd India,Atto 3,BEV,Eligible,327,2914410,8,Midrange,Medium,4 Wheeler
100374,2018,Mg Motor India,Zs Ev,BEV,Eligible,463,2626605,8,Midrange,Long,4 Wheeler
100375,2018,Mg Motor India,450X,BEV,Eligible,297,4168516,8,Premium,Medium,2 Wheeler
100376,2018,Tata Motors,450X,BEV,Eligible,504,3265600,8,Premium,Long,2 Wheeler
100377,2018,Tata Motors,Atto 3,BEV,Eligible,368,1106487,8,Budget,Medium,4 Wheeler
100378,2018,Mg Motor India,Xuv400,BEV,Eligible,165,945232,8,Budget,Short,4 Wheeler
100379,2018,Hyundai Ev,Zs Ev,BEV,Eligible,420,2337188,8,Midrange,Long,4 Wheeler
100380,2018,Mg Motor India,Zs Ev,BEV,Eligible,447,1764690,8,Midrange,Long,4 Wheeler
100381,2018,Tvs Motor,Atto 3,BEV,Eligible,138,1997353,8,Midrange,Short,4 Wheeler
100382,2018,Tvs Motor,Iqube,BEV,Eligible,99,1488158,8,Budget,Short,2 Wheeler
100383,2018,Byd India,Iqube,BEV,Eligible,158,3801717,8,Premium,Short,2 Wheeler
100384,2018,Tvs Motor,Zs Ev,BEV,Eligible,448,4336990,8,Premium,Long,4 Wheeler
100385,2018,Mahindra Electric,Iqube,BEV,Eligible,121,4087699,8,Premium,Short,2 Wheeler
100386,2018,Byd India,Nexon Ev,BEV,Not Eligible,506,1850162,8,Midrange,Long,4 Wheeler
100387,2018,Mg Motor India,Iqube,BEV,Eligible,376,2810947,8,Midrange,Medium,2 Wheeler
100388,2018,Byd India,Atto 3,PHEV,Eligible,183,3731569,8,Premium,Short,4 Wheeler
100389,2018,Mg Motor India,Atto 3,BEV,Eligible,444,3914938,8,Premium,Long,4 Wheeler
100390,2018,Tata Motors,S1 Pro,BEV,Eligible,87,2768388,8,Midrange,Short,2 Wheeler
100391,2018,Hyundai Ev,Kona Ev,PHEV,Eligible,354,3392959,8,Premium,Medium,4 Wheeler
100392,2018,Byd India,450X,PHEV,Eligible,100,3374653,8,Premium,Short,2 Wheeler
100393,2018,Hyundai Ev,Zs Ev,BEV,Eligible,326,2349796,8,Midrange,Medium,4 Wheeler
100394,2018,Tata Motors,S1 Pro,PHEV,Not Eligible,461,1419165,8,Budget,Long,2 Wheeler
100395,2018,Ather Energy,Nexon Ev,BEV,Eligible,513,2604581,8,Midrange,Long,4 Wheeler
100396,2018,Mahindra Electric,Zs Ev,BEV,Eligible,443,3409256,8,Premium,Long,4 Wheeler
100397,2018,Mahindra Electric,S1 Pro,BEV,Eligible,356,3642427,8,Premium,Medium,2 Wheeler
100398,2018,Ather Energy,Xuv400,BEV,Eligible,120,2675922,8,Midrange,Short,4 Wheeler
100399,2018,Tata Motors,Atto 3,BEV,Not Eligible,229,4183216,8,Premium,Medium,4 Wheeler
100400,2018,Byd India,Xuv400,BEV,Eligible,291,1058588,8,Budget,Medium,4 Wheeler
100401,2018,Tvs Motor,Iqube,BEV,Eligible,502,1500517,8,Midrange,Long,2 Wheeler
100402,2018,Tvs Motor,Atto 3,BEV,Not Eligible,270,3203554,8,Premium,Medium,4 Wheeler
100403,2018,Byd India,Atto 3,BEV,Eligible,392,1911316,8,Midrange,Medium,4 Wheeler
100404,2018,Ola Electric,S1 Pro,BEV,Eligible,472,2452226,8,Midrange,Long,2 Wheeler
100405,2018,Mahindra Electric,Nexon Ev,PHEV,Eligible,298,1483098,8,Budget,Medium,4 Wheeler
100406,2018,Hyundai Ev,Kona Ev,PHEV,Not Eligible,407,3123650,8,Premium,Long,4 Wheeler
100407,2018,Mahindra Electric,S1 Pro,BEV,Not Eligible,503,3675895,8,Premium,Long,2 Wheeler
100408,2018,Tvs Motor,Nexon Ev,BEV,Not Eligible,514,1139017,8,Budget,Long,4 Wheeler
100409,2018,Ather Energy,Atto 3,BEV,Not Eligible,152,1173146,8,Budget,Short,4 Wheeler
100410,2018,Mahindra Electric,Atto 3,BEV,Eligible,199,3309381,8,Premium,Short,4 Wheeler
100411,2018,Hyundai Ev,Nexon Ev,BEV,Eligible,455,3585747,8,Premium,Long,4 Wheeler
100412,2018,Tata Motors,Xuv400,BEV,Not Eligible,120,2151011,8,Midrange,Short,4 Wheeler
100413,2018,Tata Motors,450X,BEV,Eligible,504,4108823,8,Premium,Long,2 Wheeler
100414,2018,Hyundai Ev,Nexon Ev,BEV,Not Eligible,347,4231106,8,Premium,Medium,4 Wheeler
100415,2018,Ather Energy,Atto 3,BEV,Eligible,383,2269363,8,Midrange,Medium,4 Wheeler
100416,2018,Ather Energy,450X,BEV,Not Eligible,472,1994979,8,Midrange,Long,2 Wheeler
100417,2018,Tvs Motor,450X,BEV,Eligible,503,3220715,8,Premium,Long,2 Wheeler
100418,2018,Mahindra Electric,Zs Ev,BEV,Eligible,485,3667079,8,Premium,Long,4 Wheeler
100419,2018,Tata Motors,450X,BEV,Eligible,390,3670374,8,Premium,Medium,2 Wheeler
100420,2018,Ola Electric,450X,PHEV,Eligible,273,1262455,8,Budget,Medium,2 Wheeler
100421,2018,Tata Motors,Iqube,BEV,Eligible,341,2984504,8,Midrange,Medium,2 Wheeler
100422,2018,Mg Motor India,Xuv400,BEV,Eligible,459,4462944,8,Premium,Long,4 Wheeler
100423,2018,Mahindra Electric,Iqube,BEV,Eligible,511,2659980,8,Midrange,Long,2 Wheeler
100424,2018,Ather Energy,Kona Ev,PHEV,Eligible,448,2269277,8,Midrange,Long,4 Wheeler
100425,2018,Tata Motors,Zs Ev,BEV,Eligible,324,4162384,8,Premium,Medium,4 Wheeler
100426,2018,Hyundai Ev,Kona Ev,BEV,Eligible,423,1667524,8,Midrange,Long,4 Wheeler
100427,2018,Mahindra Electric,Xuv400,BEV,Eligible,120,2494918,8,Midrange,Short,4 Wheeler
100428,2018,Mahindra Electric,Xuv400,BEV,Eligible,125,1608140,8,Midrange,Short,4 Wheeler
100429,2018,Ola Electric,Iqube,PHEV,Eligible,188,2975915,8,Midrange,Short,2 Wheeler
100430,2018,Mg Motor India,Atto 3,PHEV,Eligible,87,3373112,8,Premium,Short,4 Wheeler
100431,2018,Ather Energy,Atto 3,BEV,Eligible,254,3064563,8,Premium,Medium,4 Wheeler
100432,2018,Tata Motors,Atto 3,BEV,Eligible,226,3555982,8,Premium,Medium,4 Wheeler
100433,2018,Tata Motors,S1 Pro,BEV,Eligible,222,4453320,8,Premium,Medium,2 Wheeler
100434,2018,Tata Motors,Zs Ev,BEV,Eligible,410,1155948,8,Budget,Long,4 Wheeler
100435,2018,Hyundai Ev,Nexon Ev,BEV,Eligible,107,2361331,8,Midrange,Short,4 Wheeler
100436,2018,Ather Energy,Kona Ev,BEV,Eligible,429,3200199,8,Premium,Long,4 Wheeler
100437,2018,Ola Electric,Xuv400,BEV,Eligible,390,1120972,8,Budget,Medium,4 Wheeler
100438,2018,Hyundai Ev,Nexon Ev,BEV,Eligible,488,3725494,8,Premium,Long,4 Wheeler
100439,2018,Ather Energy,Kona Ev,PHEV,Eligible,499,1394178,8,Budget,Long,4 Wheeler
100440,2018,Hyundai Ev,S1 Pro,BEV,Not Eligible,367,1573218,8,Midrange,Medium,2 Wheeler
100441,2018,Byd India,Atto 3,BEV,Eligible,127,3438143,8,Premium,Short,4 Wheeler
100442,2018,Ola Electric,S1 Pro,BEV,Eligible,246,3430971,8,Premium,Medium,2 Wheeler
100443,2018,Tvs Motor,Nexon Ev,BEV,Eligible,227,1145404,8,Budget,Medium,4 Wheeler
100444,2018,Mahindra Electric,Xuv400,BEV,Eligible,205,2127146,8,Midrange,Medium,4 Wheeler
100445,2018,Tvs Motor,Zs Ev,BEV,Eligible,519,4040811,8,Premium,Long,4 Wheeler
100446,2018,Tata Motors,450X,PHEV,Eligible,493,1728791,8,Midrange,Long,2 Wheeler
100447,2018,Ather Energy,S1 Pro,BEV,Eligible,509,3830677,8,Premium,Long,2 Wheeler
100448,2018,Mahindra Electric,Zs Ev,BEV,Eligible,204,3112750,8,Premium,Medium,4 Wheeler
100449,2018,Mg Motor India,450X,BEV,Not Eligible,203,3005188,8,Premium,Medium,2 Wheeler
100450,2018,Mg Motor India,S1 Pro,BEV,Not Eligible,364,2272236,8,Midrange,Medium,2 Wheeler
100451,2018,Tata Motors,450X,PHEV,Eligible,357,2583523,8,Midrange,Medium,2 Wheeler
100452,2018,Ather Energy,Zs Ev,BEV,Eligible,388,3658010,8,Premium,Medium,4 Wheeler
100453,2018,Mg Motor India,Iqube,BEV,Eligible,329,1030544,8,Budget,Medium,2 Wheeler
100454,2018,Ather Energy,S1 Pro,BEV,Eligible,403,3465618,8,Premium,Long,2 Wheeler
100455,2018,Mahindra Electric,450X,BEV,Eligible,218,2092931,8,Midrange,Medium,2 Wheeler
100456,2018,Ola Electric,Zs Ev,BEV,Eligible,328,3172919,8,Premium,Medium,4 Wheeler
100457,2018,Tvs Motor,S1 Pro,PHEV,Eligible,180,1139779,8,Budget,Short,2 Wheeler
100458,2018,Ather Energy,Zs Ev,BEV,Eligible,252,2869710,8,Midrange,Medium,4 Wheeler
100459,2018,Mahindra Electric,Atto 3,BEV,Eligible,263,2518963,8,Midrange,Medium,4 Wheeler
100460,2018,Tata Motors,Xuv400,BEV,Eligible,383,938635,8,Budget,Medium,4 Wheeler
100461,2018,Ola Electric,Kona Ev,BEV,Eligible,295,4310326,8,Premium,Medium,4 Wheeler
100462,2018,Mahindra Electric,Zs Ev,BEV,Eligible,516,2062189,8,Midrange,Long,4 Wheeler
100463,2018,Byd India,Atto 3,BEV,Eligible,470,2099151,8,Midrange,Long,4 Wheeler
100464,2018,Ather Energy,Nexon Ev,BEV,Eligible,304,3099391,8,Premium,Medium,4 Wheeler
100465,2018,Mahindra Electric,Xuv400,BEV,Not Eligible,510,3545485,8,Premium,Long,4 Wheeler
100466,2018,Tvs Motor,Kona Ev,BEV,Eligible,250,1542613,8,Midrange,Medium,4 Wheeler
100467,2018,Ather Energy,Iqube,BEV,Eligible,248,2787895,8,Midrange,Medium,2 Wheeler
100468,2018,Hyundai Ev,Atto 3,PHEV,Not Eligible,449,1172647,8,Budget,Long,4 Wheeler
100469,2018,Byd India,Xuv400,BEV,Eligible,104,1302980,8,Budget,Short,4 Wheeler
100470,2018,Ola Electric,Iqube,BEV,Eligible,336,1837635,8,Midrange,Medium,2 Wheeler
100471,2018,Mg Motor India,Kona Ev,BEV,Eligible,339,1262462,8,Budget,Medium,4 Wheeler
100472,2018,Hyundai Ev,S1 Pro,BEV,Eligible,369,1885132,8,Midrange,Medium,2 Wheeler
100473,2018,Tvs Motor,Zs Ev,BEV,Eligible,454,2092097,8,Midrange,Long,4 Wheeler
100474,2018,Ola Electric,Zs Ev,BEV,Eligible,92,2483214,8,Midrange,Short,4 Wheeler
100475,2018,Tvs Motor,Atto 3,PHEV,Eligible,461,3232214,8,Premium,Long,4 Wheeler
100476,2018,Byd India,Nexon Ev,BEV,Eligible,237,2899284,8,Midrange,Medium,4 Wheeler
100477,2018,Tata Motors,Kona Ev,BEV,Eligible,262,1562550,8,Midrange,Medium,4 Wheeler
100478,2018,Tvs Motor,Kona Ev,BEV,Eligible,239,3995565,8,Premium,Medium,4 Wheeler
100479,2018,Ather Energy,Iqube,BEV,Eligible,109,3642974,8,Premium,Short,2 Wheeler
100480,2018,Ola Electric,Atto 3,BEV,Eligible,369,1068785,8,Budget,Medium,4 Wheeler
100481,2018,Tata Motors,S1 Pro,BEV,Eligible,320,2561945,8,Midrange,Medium,2 Wheeler
100482,2018,Hyundai Ev,Nexon Ev,BEV,Eligible,385,1634983,8,Midrange,Medium,4 Wheeler
100483,2018,Tata Motors,Iqube,BEV,Eligible,218,3231256,8,Premium,Medium,2 Wheeler
100484,2018,Mahindra Electric,Zs Ev,BEV,Eligible,179,2062126,8,Midrange,Short,4 Wheeler
100485,2018,Hyundai Ev,Iqube,PHEV,Eligible,258,2713924,8,Midrange,Medium,2 Wheeler
100486,2018,Ather Energy,Nexon Ev,PHEV,Eligible,296,4044311,8,Premium,Medium,4 Wheeler
100487,2018,Ather Energy,Xuv400,BEV,Eligible,496,1411511,8,Budget,Long,4 Wheeler
100488,2018,Byd India,Nexon Ev,BEV,Eligible,100,4324083,8,Premium,Short,4 Wheeler
100489,2018,Mg Motor India,Nexon Ev,BEV,Not Eligible,383,2422534,8,Midrange,Medium,4 Wheeler
100490,2018,Byd India,Iqube,BEV,Eligible,306,3788939,8,Premium,Medium,2 Wheeler
100491,2018,Ather Energy,Zs Ev,BEV,Eligible,179,4072382,8,Premium,Short,4 Wheeler
100492,2018,Hyundai Ev,Xuv400,BEV,Eligible,179,1238540,8,Budget,Short,4 Wheeler
100493,2018,Tata Motors,Iqube,PHEV,Eligible,371,2258097,8,Midrange,Medium,2 Wheeler
100494,2018,Ola Electric,450X,BEV,Eligible,389,1216480,8,Budget,Medium,2 Wheeler
100495,2018,Mahindra Electric,450X,BEV,Eligible,197,4187093,8,Premium,Short,2 Wheeler
100496,2018,Mg Motor India,Kona Ev,BEV,Eligible,181,2753207,8,Midrange,Short,4 Wheeler
100497,2018,Hyundai Ev,Zs Ev,BEV,Not Eligible,466,1607173,8,Midrange,Long,4 Wheeler
100498,2018,Tvs Motor,450X,BEV,Eligible,307,3653913,8,Premium,Medium,2 Wheeler
100499,2018,Byd India,S1 Pro,BEV,Not Eligible,183,3729915,8,Premium,Short,2 Wheeler
100500,2018,Ather Energy,Zs Ev,BEV,Eligible,301,3245704,8,Premium,Medium,4 Wheeler
100501,2018,Tata Motors,Nexon Ev,BEV,Eligible,86,2786963,8,Midrange,Short,4 Wheeler
100502,2018,Ather Energy,S1 Pro,BEV,Eligible,307,2536974,8,Midrange,Medium,2 Wheeler
100503,2018,Tvs Motor,Nexon Ev,BEV,Not Eligible,124,3238005,8,Premium,Short,4 Wheeler
100504,2018,Tata Motors,450X,BEV,Eligible,491,4098156,8,Premium,Long,2 Wheeler
100505,2018,Mg Motor India,S1 Pro,PHEV,Eligible,472,1042980,8,Budget,Long,2 Wheeler
100506,2018,Byd India,Iqube,BEV,Eligible,312,4215258,8,Premium,Medium,2 Wheeler
100507,2018,Tata Motors,Zs Ev,BEV,Not Eligible,380,2954410,8,Midrange,Medium,4 Wheeler
100508,2018,Byd India,Atto 3,BEV,Not Eligible,400,2899920,8,Midrange,Long,4 Wheeler
100509,2018,Ola Electric,Nexon Ev,PHEV,Eligible,253,3819665,8,Premium,Medium,4 Wheeler
100510,2018,Ola Electric,S1 Pro,BEV,Not Eligible,327,2986453,8,Midrange,Medium,2 Wheeler
100511,2018,Mg Motor India,Atto 3,BEV,Eligible,201,2601421,8,Midrange,Medium,4 Wheeler
100512,2018,Hyundai Ev,Kona Ev,BEV,Eligible,281,3564749,8,Premium,Medium,4 Wheeler
100513,2018,Hyundai Ev,Kona Ev,BEV,Eligible,507,1817996,8,Midrange,Long,4 Wheeler
100514,2018,Tvs Motor,Xuv400,BEV,Eligible,90,2002686,8,Midrange,Short,4 Wheeler
100515,2018,Tvs Motor,S1 Pro,PHEV,Not Eligible,127,2721367,8,Midrange,Short,2 Wheeler
100516,2018,Tata Motors,S1 Pro,BEV,Eligible,168,2798769,8,Midrange,Short,2 Wheeler
100517,2018,Hyundai Ev,Zs Ev,PHEV,Eligible,339,2145803,8,Midrange,Medium,4 Wheeler
100518,2018,Mg Motor India,Nexon Ev,PHEV,Not Eligible,324,4114159,8,Premium,Medium,4 Wheeler
100519,2018,Mg Motor India,Iqube,BEV,Eligible,173,1874250,8,Midrange,Short,2 Wheeler
100520,2018,Tvs Motor,Zs Ev,BEV,Not Eligible,165,3155915,8,Premium,Short,4 Wheeler
100521,2018,Ather Energy,S1 Pro,PHEV,Eligible,505,1181854,8,Budget,Long,2 Wheeler
100522,2018,Ola Electric,Iqube,BEV,Eligible,511,3789306,8,Premium,Long,2 Wheeler
